id,food_name,classification,rewritten_name,cached_at
4765,"Biscuits, plain or buttermilk, frozen, baked",non_vegan,,2026-05-26T01:55:45.945544+00:00
4766,"Biscuits, plain or buttermilk, prepared from recipe",non_vegan,,2026-05-26T01:55:45.945603+00:00
4767,"Biscuits, plain or buttermilk, refrigerated dough, higher fat",non_vegan,,2026-05-26T01:55:45.945663+00:00
4768,"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",non_vegan,,2026-05-26T01:55:45.945723+00:00
4769,"Biscuits, plain or buttermilk, refrigerated dough, lower fat",non_vegan,,2026-05-26T01:55:45.945787+00:00
4770,"Biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",non_vegan,,2026-05-26T01:55:45.945865+00:00
4771,"Bison, ground, grass-fed, cooked",non_vegan,,2026-05-26T01:55:45.945973+00:00
4772,"Bison, ground, grass-fed, raw",non_vegan,,2026-05-26T01:55:45.946078+00:00
4773,"Bison, ground, raw",non_vegan,,2026-05-26T01:55:45.946182+00:00
4774,"Blackberries, canned, heavy syrup, solids and liquids",vegan,,2026-05-26T01:55:45.946381+00:00
4775,"Blackberries, frozen, unsweetened",vegan,,2026-05-26T01:55:45.946476+00:00
4776,"Blackberries, raw",vegan,,2026-05-26T01:55:45.946540+00:00
4777,"Blackberries, wild, raw (Alaska Native)",vegan,,2026-05-26T01:55:45.946603+00:00
4778,"Blackberry juice, canned",vegan,,2026-05-26T01:55:45.946665+00:00
4779,"Blackeye pea, canned, sodium added, drained and rinsed",vegan,,2026-05-26T01:55:45.946769+00:00
4780,"Blackeye pea, dry",vegan,,2026-05-26T01:55:45.946874+00:00
4781,Blood sausage,non_vegan,,2026-05-26T01:55:45.946990+00:00
4782,"Blueberries, canned, heavy syrup, solids and liquids",vegan,,2026-05-26T01:55:45.947095+00:00
4783,"Blueberries, canned, light syrup, drained",vegan,,2026-05-26T01:55:45.947197+00:00
4784,"Blueberries, dried, sweetened",vegan,,2026-05-26T01:55:45.947318+00:00
4785,"Blueberries, frozen, sweetened",vegan,,2026-05-26T01:55:45.947391+00:00
4786,"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",vegan,,2026-05-26T01:55:45.947475+00:00
4787,"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",vegan,,2026-05-26T01:55:48.845636+00:00
4788,"Beverages, Fruit flavored drink, reduced sugar, greater than 3% fruit juice, high vitamin C, added calcium",vegan,,2026-05-26T01:55:48.845954+00:00
4789,"Beverages, fruit juice drink, greater than 3% fruit juice, high vitamin C and added thiamin",vegan,,2026-05-26T01:55:48.846103+00:00
4790,"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",vegan,,2026-05-26T01:55:48.846238+00:00
4791,"Beverages, fruit juice drink, reduced sugar, with vitamin E added",vegan,,2026-05-26T01:55:48.846471+00:00
4792,"Beverages, Fruit punch drink, frozen concentrate",vegan,,2026-05-26T01:55:48.846596+00:00
4793,"Beverages, Fruit punch drink, frozen concentrate, prepared with water",vegan,,2026-05-26T01:55:48.846716+00:00
4794,"Beverages, Fruit punch drink, with added nutrients, canned",vegan,,2026-05-26T01:55:48.846832+00:00
4795,"Beverages, fruit punch drink, without added nutrients, canned",vegan,,2026-05-26T01:55:48.846956+00:00
4796,"Beverages, fruit punch juice drink, frozen concentrate",vegan,,2026-05-26T01:55:48.847073+00:00
4797,"Beverages, fruit punch juice drink, frozen concentrate, prepared with water",vegan,,2026-05-26T01:55:48.847178+00:00
4798,"Beverages, fruit punch-flavor drink, powder, without added sodium, prepared with water",vegan,,2026-05-26T01:55:48.847338+00:00
4799,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",vegan,,2026-05-26T01:55:48.847487+00:00
4800,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",vegan,,2026-05-26T01:55:48.847608+00:00
4801,"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",vegan,,2026-05-26T01:55:48.847769+00:00
4802,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG (Gerolsteiner), naturally sparkling, mineral bottled water",vegan,,2026-05-26T01:55:48.847903+00:00
4803,"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",vegan,,2026-05-26T01:55:48.848023+00:00
4804,"Beverages, grape drink, canned",vegan,,2026-05-26T01:55:48.848142+00:00
4805,"Beverages, grape juice drink, canned",vegan,,2026-05-26T01:55:48.848265+00:00
4806,"Beverages, Horchata, as served in restaurant",ambiguous,,2026-05-26T01:55:48.848427+00:00
4807,"Beverages, Kiwi Strawberry Juice Drink",vegan,,2026-05-26T01:55:48.848544+00:00
4808,"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",ambiguous,,2026-05-26T01:55:48.848663+00:00
4809,"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",vegan,,2026-05-26T01:55:48.848824+00:00
4810,"Beverages, lemonade, frozen concentrate, pink, prepared with water",vegan,,2026-05-26T01:55:48.848932+00:00
4811,"Beverages, Lemonade, powder",vegan,,2026-05-26T01:55:48.849052+00:00
4812,"Beverages, lemonade-flavor drink, powder",vegan,,2026-05-26T01:55:48.849175+00:00
4813,"Beverages, lemonade-flavor drink, powder, prepared with water",vegan,,2026-05-26T01:55:48.849341+00:00
4814,"Beverages, LIPTON BRISK, tea, black, ready-to-drink, lemon",vegan,,2026-05-26T01:55:48.849471+00:00
4815,"Beverages, Malt liquor beverage",vegan,,2026-05-26T01:55:48.849594+00:00
4816,"Beverages, malted drink mix, chocolate, powder",ambiguous,,2026-05-26T01:55:48.849705+00:00
4817,"Beverages, Malted drink mix, chocolate, powder, prepared with whole milk",non_vegan,,2026-05-26T01:55:48.849805+00:00
4818,"Beverages, Malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",non_vegan,,2026-05-26T01:55:48.849904+00:00
4819,"Beverages, Malted drink mix, natural, powder, dairy based.",non_vegan,,2026-05-26T01:55:48.850005+00:00
4820,"Beverages, Malted drink mix, natural, powder, prepared with whole milk",non_vegan,,2026-05-26T01:55:48.850107+00:00
4821,"Beverages, Malted drink mix, natural, with added nutrients, powder, prepared with whole milk",non_vegan,,2026-05-26T01:55:48.850224+00:00
4822,"Beverages, Meal supplement drink, canned, peanut flavor",ambiguous,,2026-05-26T01:55:48.850470+00:00
4823,"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",non_vegan,,2026-05-26T01:55:48.850600+00:00
4824,"Beverages, MINUTE MAID, Lemonada, Limeade",vegan,,2026-05-26T01:55:48.850779+00:00
4825,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",ambiguous,,2026-05-26T01:55:48.850893+00:00
4826,"Beverages, MONSTER energy drink, low carb",vegan,,2026-05-26T01:55:48.851009+00:00
4827,"Beverages, MOTTS, Apple juice light, fortified with vitamin C",vegan,,2026-05-26T01:55:48.851122+00:00
4828,"Agave, raw (Southwest)",vegan,,2026-05-26T01:55:48.852689+00:00
4829,"Beverages, NESTEA, tea, black, ready-to-drink, lemon",vegan,,2026-05-26T01:55:48.852855+00:00
4830,"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",non_vegan,,2026-05-26T01:55:48.852974+00:00
4831,"Beverages, nutritional shake mix, high protein, powder",ambiguous,,2026-05-26T01:55:48.853086+00:00
4832,"Beverages, OCEAN SPRAY, Cran Cherry",vegan,,2026-05-26T01:55:48.853210+00:00
4833,"Beverages, OCEAN SPRAY, Cran Grape",vegan,,2026-05-26T01:55:48.857031+00:00
4834,"Beverages, OCEAN SPRAY, Cran Lemonade",vegan,,2026-05-26T01:55:48.857256+00:00
4835,"Beverages, OCEAN SPRAY, Cran Pomegranate",vegan,,2026-05-26T01:55:48.857465+00:00
4836,"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",vegan,,2026-05-26T01:55:48.857595+00:00
4837,"Beverages, tea, green, brewed, regular",vegan,,2026-05-26T01:55:55.321156+00:00
4838,"Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C",vegan,,2026-05-26T01:55:55.321501+00:00
4839,"Beverages, tea, green, ready to drink, ginseng and honey, sweetened",non_vegan,,2026-05-26T01:55:55.321656+00:00
4840,"Beverages, tea, green, ready to drink, unsweetened",vegan,,2026-05-26T01:55:55.321831+00:00
4841,"Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C",vegan,,2026-05-26T01:55:55.321953+00:00
4842,"Beverages, tea, green, ready-to-drink, diet",vegan,,2026-05-26T01:55:55.322091+00:00
4843,"Beverages, tea, green, ready-to-drink, sweetened",vegan,,2026-05-26T01:55:55.322429+00:00
4844,"Beverages, tea, herb, brewed, chamomile",vegan,,2026-05-26T01:55:55.322614+00:00
4845,"Beverages, tea, herb, other than chamomile, brewed",vegan,,2026-05-26T01:55:55.322730+00:00
4846,"Beverages, tea, hibiscus, brewed",vegan,,2026-05-26T01:55:55.322874+00:00
4847,"Beverages, tea, instant, decaffeinated, lemon, diet",vegan,,2026-05-26T01:55:55.323735+00:00
4848,"Beverages, tea, instant, decaffeinated, lemon, sweetened",vegan,,2026-05-26T01:55:55.323879+00:00
4849,"Beverages, tea, instant, decaffeinated, unsweetened",vegan,,2026-05-26T01:55:55.323996+00:00
4850,"Beverages, tea, instant, lemon, diet",vegan,,2026-05-26T01:55:55.324144+00:00
4851,"Beverages, tea, instant, lemon, sweetened, powder",vegan,,2026-05-26T01:55:55.324308+00:00
4852,"Beverages, tea, instant, lemon, sweetened, prepared with water",vegan,,2026-05-26T01:55:55.324431+00:00
4853,"Beverages, tea, instant, lemon, unsweetened",vegan,,2026-05-26T01:55:55.324540+00:00
4854,"Beverages, tea, instant, lemon, with added ascorbic acid",vegan,,2026-05-26T01:55:55.324654+00:00
4855,"Beverages, tea, instant, sweetened with sodium saccharin, lemon-flavored, powder",vegan,,2026-05-26T01:55:55.324771+00:00
4856,"Beverages, tea, instant, unsweetened, powder",vegan,,2026-05-26T01:55:55.324881+00:00
4857,"Beverages, tea, instant, unsweetened, prepared with water",vegan,,2026-05-26T01:55:55.325002+00:00
4858,"Beverages, tea, Oolong, brewed",vegan,,2026-05-26T01:55:55.325105+00:00
4859,"Beverages, tea, ready-to-drink, lemon, diet",vegan,,2026-05-26T01:55:55.325215+00:00
4860,"Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated",vegan,,2026-05-26T01:55:55.325366+00:00
4861,"Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified",vegan,,2026-05-26T01:55:55.325477+00:00
4862,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",vegan,,2026-05-26T01:55:55.325596+00:00
4863,"Beverages, The COCA-COLA company, Minute Maid, Lemonade",vegan,,2026-05-26T01:55:55.326670+00:00
4864,"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",vegan,,2026-05-26T01:55:55.326891+00:00
4865,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",vegan,,2026-05-26T01:55:55.327070+00:00
4866,"Beverages, Tropical Punch, ready-to-drink",vegan,,2026-05-26T01:55:55.327233+00:00
4867,"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",non_vegan,,2026-05-26T01:55:55.327451+00:00
4868,"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",non_vegan,,2026-05-26T01:55:55.327612+00:00
4869,"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",non_vegan,,2026-05-26T01:55:55.327769+00:00
4870,"Beverages, V8 SPLASH Juice Drinks, Berry Blend",vegan,,2026-05-26T01:55:55.327930+00:00
4871,"Beverages, V8 SPLASH Juice Drinks, Diet Berry Blend",vegan,,2026-05-26T01:55:55.328116+00:00
4872,"Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley",vegan,,2026-05-26T01:55:55.328312+00:00
4873,"Beverages, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi",vegan,,2026-05-26T01:55:55.328478+00:00
4874,"Beverages, V8 SPLASH Juice Drinks, Diet Tropical Blend",vegan,,2026-05-26T01:55:55.328632+00:00
4875,"Beverages, V8 SPLASH Juice Drinks, Fruit Medley",vegan,,2026-05-26T01:55:55.328784+00:00
4876,"Beverages, V8 SPLASH Juice Drinks, Guava Passion Fruit",vegan,,2026-05-26T01:55:55.328940+00:00
4877,"Beverages, V8 SPLASH Juice Drinks, Mango Peach",vegan,,2026-05-26T01:55:55.329095+00:00
4878,"Beverages, V8 SPLASH Juice Drinks, Orange Pineapple",vegan,,2026-05-26T01:55:55.329248+00:00
4879,"Beverages, V8 SPLASH Juice Drinks, Orchard Blend",vegan,,2026-05-26T01:55:55.333042+00:00
4880,"Beverages, V8 SPLASH Juice Drinks, Strawberry Banana",vegan,,2026-05-26T01:55:55.333252+00:00
4881,"Beverages, V8 SPLASH Juice Drinks, Strawberry Kiwi",vegan,,2026-05-26T01:55:55.333463+00:00
4882,"Beverages, V8 SPLASH Juice Drinks, Tropical Blend",vegan,,2026-05-26T01:55:55.334099+00:00
4883,"Beverages, V8 SPLASH Smoothies, Peach Mango",non_vegan,,2026-05-26T01:55:55.334369+00:00
4884,"Beverages, V8 SPLASH Smoothies, Strawberry Banana",non_vegan,,2026-05-26T01:55:55.334548+00:00
4885,"Beverages, V8 SPLASH Smoothies, Tropical Colada",non_vegan,,2026-05-26T01:55:55.334705+00:00
4886,"Beverages, V8 V- FUSION Juices, Acai Berry",vegan,,2026-05-26T01:55:55.334859+00:00
4887,"Bread, white wheat",ambiguous,,2026-05-26T01:56:28.437502+00:00
4888,"Bread, white, commercial",non_vegan,,2026-05-26T01:56:28.437829+00:00
4889,"Bread, white, commercially prepared (includes soft bread crumbs)",non_vegan,,2026-05-26T01:56:28.438016+00:00
4890,"Bread, white, commercially prepared, low sodium, no salt",non_vegan,,2026-05-26T01:56:28.438552+00:00
4891,"Bread, white, commercially prepared, toasted",non_vegan,,2026-05-26T01:56:28.438740+00:00
4892,"Bread, white, commercially prepared, toasted, low sodium no salt",non_vegan,,2026-05-26T01:56:28.438907+00:00
4893,"Bread, white, prepared from recipe, made with low fat (2%) milk",non_vegan,,2026-05-26T01:56:28.439070+00:00
4894,"Bread, white, prepared from recipe, made with nonfat dry milk",non_vegan,,2026-05-26T01:56:28.439223+00:00
4895,"Bread, whole-wheat, commercially prepared",non_vegan,,2026-05-26T01:56:28.439427+00:00
4896,"Bread, whole-wheat, commercially prepared, toasted",non_vegan,,2026-05-26T01:56:28.439596+00:00
4897,"Bread, whole-wheat, prepared from recipe",ambiguous,,2026-05-26T01:56:28.439756+00:00
4898,"Bread, whole-wheat, prepared from recipe, toasted",ambiguous,,2026-05-26T01:56:28.439925+00:00
4899,"Breadfruit, raw",vegan,,2026-05-26T01:56:28.440127+00:00
4900,"Breakfast bar, corn flake crust with fruit",ambiguous,,2026-05-26T01:56:28.440320+00:00
4901,"Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",ambiguous,,2026-05-26T01:56:28.440491+00:00
4902,"Broadbeans (fava beans), mature seeds, canned",vegan,,2026-05-26T01:56:28.440644+00:00
4903,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",vegan,,2026-05-26T01:56:28.440801+00:00
4904,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",vegan,,2026-05-26T01:56:28.440969+00:00
4905,"Broadbeans (fava beans), mature seeds, raw",vegan,,2026-05-26T01:56:28.441136+00:00
4906,"Broadbeans, immature seeds, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:28.441330+00:00
4907,"Broadbeans, immature seeds, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:28.441510+00:00
4908,"Broadbeans, immature seeds, raw",vegan,,2026-05-26T01:56:28.441604+00:00
4909,"Broccoli raab, cooked",vegan,,2026-05-26T01:56:28.441674+00:00
4910,"Broccoli raab, raw",vegan,,2026-05-26T01:56:28.441741+00:00
4911,"Broccoli, chinese, cooked",vegan,,2026-05-26T01:56:28.441806+00:00
4912,"Broccoli, chinese, raw",vegan,,2026-05-26T01:56:28.441869+00:00
4913,"Broccoli, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:28.441933+00:00
4914,"Broccoli, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:28.445050+00:00
4915,"Broccoli, flower clusters, raw",vegan,,2026-05-26T01:56:28.445223+00:00
4916,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:28.445411+00:00
4917,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:28.445543+00:00
4918,"Broccoli, frozen, chopped, unprepared",vegan,,2026-05-26T01:56:28.445619+00:00
4919,"Broccoli, frozen, spears, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:28.445686+00:00
4920,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:28.445814+00:00
4921,"Broccoli, frozen, spears, unprepared (Includes foods for USDA's Food Distribution Program)",vegan,,2026-05-26T01:56:28.445988+00:00
4922,"Broccoli, leaves, raw",vegan,,2026-05-26T01:56:28.446156+00:00
4923,"Broccoli, stalks, raw",vegan,,2026-05-26T01:56:28.446534+00:00
4924,"Brussels sprouts, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:28.446633+00:00
4925,"Brussels sprouts, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:28.446721+00:00
4926,"Brussels sprouts, frozen, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:28.446786+00:00
4927,"Brussels sprouts, frozen, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:28.446904+00:00
4928,"Brussels sprouts, frozen, unprepared",vegan,,2026-05-26T01:56:28.447017+00:00
4929,"Brussels sprouts, raw",vegan,,2026-05-26T01:56:28.447140+00:00
4930,Buckwheat,vegan,,2026-05-26T01:56:28.447259+00:00
4931,"Buckwheat flour, whole-groat",vegan,,2026-05-26T01:56:28.447370+00:00
4932,"Buckwheat groats, roasted, cooked",vegan,,2026-05-26T01:56:28.447466+00:00
4933,"Buckwheat groats, roasted, dry",vegan,,2026-05-26T01:56:28.447587+00:00
4934,"Buckwheat, whole grain",vegan,,2026-05-26T01:56:28.447654+00:00
4935,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",non_vegan,,2026-05-26T01:56:28.447716+00:00
4936,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",non_vegan,,2026-05-26T01:56:28.447779+00:00
4937,"Blueberries, wild, canned, heavy syrup, drained",vegan,,2026-05-26T01:56:35.219961+00:00
4938,"Blueberries, wild, frozen (Alaska Native)",vegan,,2026-05-26T01:56:35.221698+00:00
4939,"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",vegan,,2026-05-26T01:56:35.221910+00:00
4940,"Blueberries, wild, raw (Alaska Native)",vegan,,2026-05-26T01:56:35.222083+00:00
4941,"Bockwurst, pork, veal, raw",non_vegan,,2026-05-26T01:56:35.222243+00:00
4942,"Bologna, beef",non_vegan,,2026-05-26T01:56:35.222450+00:00
4943,"Bologna, beef and pork",non_vegan,,2026-05-26T01:56:35.222617+00:00
4944,"Bologna, beef and pork, low fat",non_vegan,,2026-05-26T01:56:35.222850+00:00
4945,"Bologna, beef, low fat",non_vegan,,2026-05-26T01:56:35.223009+00:00
4946,"Bologna, chicken, pork",non_vegan,,2026-05-26T01:56:35.223157+00:00
4947,"Bologna, chicken, pork, beef",non_vegan,,2026-05-26T01:56:35.223515+00:00
4948,"Bologna, chicken, turkey, pork",non_vegan,,2026-05-26T01:56:35.223686+00:00
4949,"Bologna, classic",non_vegan,,2026-05-26T01:56:35.223837+00:00
4950,"Bologna, meat and poultry",non_vegan,,2026-05-26T01:56:35.223983+00:00
4951,"Bologna, pork",non_vegan,,2026-05-26T01:56:35.224136+00:00
4952,"Bologna, pork and turkey, lite",non_vegan,,2026-05-26T01:56:35.224319+00:00
4953,"Bologna, pork, turkey and beef",non_vegan,,2026-05-26T01:56:35.224474+00:00
4954,"Bologna, turkey",non_vegan,,2026-05-26T01:56:35.224630+00:00
4955,"Borage, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:56:35.224809+00:00
4956,"Borage, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:56:35.224976+00:00
4957,"Borage, raw",vegan,,2026-05-26T01:56:35.225128+00:00
4958,"Boysenberries, canned, heavy syrup",vegan,,2026-05-26T01:56:35.225340+00:00
4959,"Boysenberries, frozen, unsweetened",vegan,,2026-05-26T01:56:35.225514+00:00
4960,"Bratwurst, beef and pork, smoked",non_vegan,,2026-05-26T01:56:35.225675+00:00
4961,"Bratwurst, chicken, cooked",non_vegan,,2026-05-26T01:56:35.225829+00:00
4962,"Bratwurst, pork, beef and turkey, lite, smoked",non_vegan,,2026-05-26T01:56:35.225975+00:00
4963,"Bratwurst, pork, beef, link",non_vegan,,2026-05-26T01:56:35.226123+00:00
4964,"Bratwurst, pork, cooked",non_vegan,,2026-05-26T01:56:35.226308+00:00
4965,"Bratwurst, veal, cooked",non_vegan,,2026-05-26T01:56:35.226473+00:00
4966,"Braunschweiger (a liver sausage), pork",non_vegan,,2026-05-26T01:56:35.226622+00:00
4967,"Bread, 100% whole wheat, commercial",vegan,,2026-05-26T01:56:35.226779+00:00
4968,"Bread, banana, prepared from recipe, made with margarine",ambiguous,,2026-05-26T01:56:35.226939+00:00
4969,"Bread, blue corn, somiviki (Hopi)",vegan,,2026-05-26T01:56:35.227102+00:00
4970,"Bread, boston brown, canned",vegan,,2026-05-26T01:56:35.227296+00:00
4971,"Bread, chapati or roti, plain, commercially prepared",vegan,,2026-05-26T01:56:35.227472+00:00
4972,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",vegan,,2026-05-26T01:56:35.227633+00:00
4973,"Bread, cheese",non_vegan,,2026-05-26T01:56:35.227792+00:00
4974,"Bread, cinnamon",ambiguous,,2026-05-26T01:56:35.227946+00:00
4975,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",vegan,,2026-05-26T01:56:35.228087+00:00
4976,"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",non_vegan,,2026-05-26T01:56:35.228314+00:00
4977,"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",vegan,,2026-05-26T01:56:35.228475+00:00
4978,"Bread, cornbread, prepared from recipe, made with low fat (2%) milk",non_vegan,,2026-05-26T01:56:35.228625+00:00
4979,"Bread, cracked-wheat",vegan,,2026-05-26T01:56:35.228776+00:00
4980,"Bread, crumbs, dry, grated, plain",vegan,,2026-05-26T01:56:35.228921+00:00
4981,"Bread, crumbs, dry, grated, seasoned",ambiguous,,2026-05-26T01:56:35.229057+00:00
4982,"Bread, egg",non_vegan,,2026-05-26T01:56:35.229195+00:00
4983,"Bread, egg, toasted",non_vegan,,2026-05-26T01:56:35.229471+00:00
4984,"Bread, french or vienna (includes sourdough)",vegan,,2026-05-26T01:56:35.229643+00:00
4985,"Bread, french or vienna, toasted (includes sourdough)",vegan,,2026-05-26T01:56:35.229764+00:00
4986,"Bread, french or vienna, whole wheat",vegan,,2026-05-26T01:56:35.229913+00:00
4987,"Bread, gluten-free, white, made with potato extract, rice starch, and rice flour",ambiguous,,2026-05-26T01:56:48.831559+00:00
4988,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",ambiguous,,2026-05-26T01:56:48.831861+00:00
4989,"Bread, gluten-free, white, made with tapioca starch and brown rice flour",ambiguous,,2026-05-26T01:56:48.832058+00:00
4990,"Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour",ambiguous,,2026-05-26T01:56:48.832226+00:00
4991,"Bread, irish soda, prepared from recipe",non_vegan,,2026-05-26T01:56:48.832442+00:00
4992,"Bread, Italian",ambiguous,,2026-05-26T01:56:48.832611+00:00
4993,"Bread, kneel down (Navajo)",ambiguous,,2026-05-26T01:56:48.832773+00:00
4994,"Bread, mulitgrain, commercial",ambiguous,,2026-05-26T01:56:48.832917+00:00
4995,"Bread, multi-grain (includes whole-grain)",ambiguous,,2026-05-26T01:56:48.833084+00:00
4996,"Bread, multi-grain, toasted (includes whole-grain)",ambiguous,,2026-05-26T01:56:48.833237+00:00
4997,"Bread, naan, plain, commercially prepared, refrigerated",non_vegan,,2026-05-26T01:56:48.833423+00:00
4998,"Bread, naan, whole wheat, commercially prepared, refrigerated",non_vegan,,2026-05-26T01:56:48.833607+00:00
4999,"Bread, oat bran",ambiguous,,2026-05-26T01:56:48.833774+00:00
5000,"Bread, oat bran, toasted",ambiguous,,2026-05-26T01:56:48.833917+00:00
5001,"Bread, oatmeal",ambiguous,,2026-05-26T01:56:48.834070+00:00
5002,"Bread, oatmeal, toasted",ambiguous,,2026-05-26T01:56:48.834497+00:00
5003,"Bread, pan dulce, sweet yeast bread",non_vegan,,2026-05-26T01:56:48.834667+00:00
5004,"Bread, paratha, whole wheat, commercially prepared, frozen",non_vegan,,2026-05-26T01:56:48.834819+00:00
5005,"Bread, pita, white, enriched",ambiguous,,2026-05-26T01:56:48.834993+00:00
5006,"Bread, pita, white, unenriched",ambiguous,,2026-05-26T01:56:48.835157+00:00
5007,"Bread, pita, whole-wheat",ambiguous,,2026-05-26T01:56:48.835317+00:00
5008,"Bread, potato",ambiguous,,2026-05-26T01:56:48.835470+00:00
5009,"Bread, pound cake type, pan de torta salvadoran",non_vegan,,2026-05-26T01:56:48.835588+00:00
5010,"Bread, protein (includes gluten)",ambiguous,,2026-05-26T01:56:48.835728+00:00
5011,"Bread, protein, (includes gluten), toasted",ambiguous,,2026-05-26T01:56:48.835844+00:00
5012,"Bread, pumpernickel",ambiguous,,2026-05-26T01:56:48.835994+00:00
5013,"Bread, raisin, enriched",ambiguous,,2026-05-26T01:56:48.836132+00:00
5014,"Bread, raisin, enriched, toasted",ambiguous,,2026-05-26T01:56:48.836258+00:00
5015,"Bread, raisin, unenriched",ambiguous,,2026-05-26T01:56:48.836458+00:00
5016,"Bread, reduced-calorie, oat bran",non_vegan,,2026-05-26T01:56:48.836582+00:00
5017,"Bread, reduced-calorie, oat bran, toasted",non_vegan,,2026-05-26T01:56:48.836727+00:00
5018,"Bread, reduced-calorie, oatmeal",non_vegan,,2026-05-26T01:56:48.836897+00:00
5019,"Bread, reduced-calorie, rye",non_vegan,,2026-05-26T01:56:48.837057+00:00
5020,"Bread, reduced-calorie, wheat",non_vegan,,2026-05-26T01:56:48.837262+00:00
5021,"Bread, reduced-calorie, white",non_vegan,,2026-05-26T01:56:48.837631+00:00
5022,"Bread, rice bran",ambiguous,,2026-05-26T01:56:48.837781+00:00
5023,"Bread, rice bran, toasted",ambiguous,,2026-05-26T01:56:48.837914+00:00
5024,"Bread, roll, Mexican, bollilo",ambiguous,,2026-05-26T01:56:48.838032+00:00
5025,"Bread, rye",ambiguous,,2026-05-26T01:56:48.838188+00:00
5026,"Bread, rye, toasted",ambiguous,,2026-05-26T01:56:48.838355+00:00
5027,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",non_vegan,,2026-05-26T01:56:48.838523+00:00
5028,"Bread, sticks, plain",ambiguous,,2026-05-26T01:56:48.838659+00:00
5029,"Bread, stuffing, cornbread, dry mix",ambiguous,,2026-05-26T01:56:48.838764+00:00
5030,"Bread, stuffing, cornbread, dry mix, prepared",non_vegan,,2026-05-26T01:56:48.838887+00:00
5031,"Bread, stuffing, dry mix",ambiguous,,2026-05-26T01:56:48.838996+00:00
